FID,id,Route,Latitude,Longitude,SampleDateUTC,Year,Month,Day,Time_24hr,taxon_name,family,genus,species,taxon_group,caab_code,taxon_start_date,taxon_per_m3,phyto_comments,acknowledgements,first_occurrence,parent_taxon_name,training,comments,geom
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2862,34990243,CAGL,-18.983,147.2592,2019-11-12T13:37:32Z,2019,11,12,13:37:32,Tripos macroceros,Ceratiaceae,Tripos,macroceros,Dinoflagellate,52030038,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (147.25915 -18.98298)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2861,34990244,CAGL,-18.983,147.2592,2019-11-12T13:37:32Z,2019,11,12,13:37:32,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (147.25915 -18.98298)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2860,34990245,CAGL,-18.983,147.2592,2019-11-12T13:37:32Z,2019,11,12,13:37:32,Chaetoceros (Phaeoceros),Chaetocerotaceae,Chaetoceros,spp.,Centric diatom,53110903,,3333.3,,Rio Tinto Marine,,,,,POINT (147.25915 -18.98298)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-285f,34990247,CAGL,-18.983,147.2592,2019-11-12T13:37:32Z,2019,11,12,13:37:32,Trichodesmium spp.,Phormidiaceae,Trichodesmium,spp.,Cyanobacteria,70015900,,10000,,Rio Tinto Marine,,,,,POINT (147.25915 -18.98298)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-285e,34990342,CAGL,-19.2026,147.5248,2019-11-12T15:12:22Z,2019,11,12,15:12:22,Trichodesmium spp.,Phormidiaceae,Trichodesmium,spp.,Cyanobacteria,70015900,,3333.3,,Rio Tinto Marine,,,,,POINT (147.52475 -19.20256)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-285d,34990248,CAGL,-19.2026,147.5248,2019-11-12T15:12:22Z,2019,11,12,15:12:22,Climacodium frauenfeldianum,Hemiaulaceae,Climacodium,frauenfeldianum,Centric diatom,53080005,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (147.52475 -19.20256)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-285c,34990249,CAGL,-19.2026,147.5248,2019-11-12T15:12:22Z,2019,11,12,15:12:22,Coscinodiscus spp. 400-500 µm,Coscinodiscaceae,Coscinodiscus,spp.,Centric diatom,,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (147.52475 -19.20256)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-285b,34990250,CAGL,-19.2026,147.5248,2019-11-12T15:12:22Z,2019,11,12,15:12:22,Tripos carriensis,Ceratiaceae,Tripos,carriensis,Dinoflagellate,52030009,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (147.52475 -19.20256)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-285a,34990251,CAGL,-19.2026,147.5248,2019-11-12T15:12:22Z,2019,11,12,15:12:22,Tripos euarcuatus,Ceratiaceae,Tripos,euarcuatus,Dinoflagellate,,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (147.52475 -19.20256)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2859,34990252,CAGL,-19.2026,147.5248,2019-11-12T15:12:22Z,2019,11,12,15:12:22,Tripos muelleri,Ceratiaceae,Tripos,muelleri,Dinoflagellate,52030055,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (147.52475 -19.20256)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2858,34990253,CAGL,-19.2026,147.5248,2019-11-12T15:12:22Z,2019,11,12,15:12:22,Bacteriastrum spp.,Chaetocerotaceae,Bacteriastrum,spp.,Centric diatom,53110900,,6666.7,,Rio Tinto Marine,,,,,POINT (147.52475 -19.20256)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2857,34990254,CAGL,-19.2026,147.5248,2019-11-12T15:12:22Z,2019,11,12,15:12:22,Nitzschia spp.,Bacillariaceae,Nitzschia,spp.,Pennate diatom,53270900,,3333.3,,Rio Tinto Marine,,,,,POINT (147.52475 -19.20256)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2856,34990343,CAGL,-19.2026,147.5248,2019-11-12T15:12:22Z,2019,11,12,15:12:22,Tripos fusus,Ceratiaceae,Tripos,fusus,Dinoflagellate,52030023,,3333.3,,Rio Tinto Marine,,,,,POINT (147.52475 -19.20256)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2855,34990348,CAGL,-19.4218,147.7911,2019-11-12T16:47:12Z,2019,11,12,16:47:12,Trichodesmium spp.,Phormidiaceae,Trichodesmium,spp.,Cyanobacteria,70015900,,3333.3,,Rio Tinto Marine,,,,,POINT (147.79107 -19.42176)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2854,34990344,CAGL,-19.4218,147.7911,2019-11-12T16:47:12Z,2019,11,12,16:47:12,Proboscia spp.,Rhizosoleniaceae,Proboscia,spp.,Centric diatom,53105903,,3333.3,,Rio Tinto Marine,,,,,POINT (147.79107 -19.42176)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2853,34990345,CAGL,-19.4218,147.7911,2019-11-12T16:47:12Z,2019,11,12,16:47:12,Protoperidinium spp.,Protoperidiniaceae,Protoperidinium,spp.,Dinoflagellate,52043902,,3333.3,,Rio Tinto Marine,,,,,POINT (147.79107 -19.42176)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2852,34990350,CAGL,-19.4218,147.7911,2019-11-12T16:47:12Z,2019,11,12,16:47:12,Tripos lineatus,Ceratiaceae,Tripos,lineatus,Dinoflagellate,52030033,,3333.3,,Rio Tinto Marine,,,,,POINT (147.79107 -19.42176)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2851,34990346,CAGL,-19.4218,147.7911,2019-11-12T16:47:12Z,2019,11,12,16:47:12,Pseudosolenia calcar-avis,Rhizosoleniaceae,Pseudosolenia,calcar-avis,Centric diatom,53105000,,3333.3,,Rio Tinto Marine,,,,,POINT (147.79107 -19.42176)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2850,34990347,CAGL,-19.4218,147.7911,2019-11-12T16:47:12Z,2019,11,12,16:47:12,Rhizosolenia setigera group,Rhizosoleniaceae,Rhizosolenia,cf. setigera,Centric diatom,53105022,,10000,,Rio Tinto Marine,,,,,POINT (147.79107 -19.42176)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-284f,34990349,CAGL,-19.4218,147.7911,2019-11-12T16:47:12Z,2019,11,12,16:47:12,Tripos carriensis,Ceratiaceae,Tripos,carriensis,Dinoflagellate,52030009,,3333.3,,Rio Tinto Marine,,,,,POINT (147.79107 -19.42176)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-284e,34990351,CAGL,-19.5755,148.1008,2019-11-12T18:22:02Z,2019,11,12,18:22:02,Tripos candelabrum,Ceratiaceae,Tripos,candelabrum,Dinoflagellate,52030008,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (148.10081 -19.57552)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-284d,34990361,CAGL,-19.5755,148.1008,2019-11-12T18:22:02Z,2019,11,12,18:22:02,Hemiaulus hauckii,Hemiaulaceae,Hemiaulus,hauckii,Centric diatom,53080008,,3333.3,,Rio Tinto Marine,,,,,POINT (148.10081 -19.57552)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-284c,34990360,CAGL,-19.5755,148.1008,2019-11-12T18:22:02Z,2019,11,12,18:22:02,Trichodesmium spp.,Phormidiaceae,Trichodesmium,spp.,Cyanobacteria,70015900,,3333.3,,Rio Tinto Marine,,,,,POINT (148.10081 -19.57552)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-284b,34990359,CAGL,-19.5755,148.1008,2019-11-12T18:22:02Z,2019,11,12,18:22:02,Rhabdonella spp.,Rhabdonellidae,Rhabdonella,spp.,Ciliate,50570900,,3333.3,,Rio Tinto Marine,,,,,POINT (148.10081 -19.57552)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-284a,34990358,CAGL,-19.5755,148.1008,2019-11-12T18:22:02Z,2019,11,12,18:22:02,Nematocysts,,,,Other,99000015,,3333.3,,Rio Tinto Marine,,,,,POINT (148.10081 -19.57552)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2849,34990357,CAGL,-19.5755,148.1008,2019-11-12T18:22:02Z,2019,11,12,18:22:02,Climacodium frauenfeldianum,Hemiaulaceae,Climacodium,frauenfeldianum,Centric diatom,53080005,,3333.3,,Rio Tinto Marine,,,,,POINT (148.10081 -19.57552)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2848,34990356,CAGL,-19.5755,148.1008,2019-11-12T18:22:02Z,2019,11,12,18:22:02,Chaetoceros (Phaeoceros),Chaetocerotaceae,Chaetoceros,spp.,Centric diatom,53110903,,6666.7,,Rio Tinto Marine,,,,,POINT (148.10081 -19.57552)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2847,34990355,CAGL,-19.5755,148.1008,2019-11-12T18:22:02Z,2019,11,12,18:22:02,Pyrophacus spp.,Pyrophacaceae,Pyrophacus,spp.,Dinoflagellate,52031900,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (148.10081 -19.57552)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2846,34990354,CAGL,-19.5755,148.1008,2019-11-12T18:22:02Z,2019,11,12,18:22:02,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (148.10081 -19.57552)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2845,34990353,CAGL,-19.5755,148.1008,2019-11-12T18:22:02Z,2019,11,12,18:22:02,Tripos euarcuatus,Ceratiaceae,Tripos,euarcuatus,Dinoflagellate,,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (148.10081 -19.57552)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2844,34990352,CAGL,-19.5755,148.1008,2019-11-12T18:22:02Z,2019,11,12,18:22:02,Tripos carriensis,Ceratiaceae,Tripos,carriensis,Dinoflagellate,52030009,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (148.10081 -19.57552)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2843,34990364,CAGL,-19.7102,148.4238,2019-11-12T19:56:52Z,2019,11,12,19:56:52,Tripos euarcuatus,Ceratiaceae,Tripos,euarcuatus,Dinoflagellate,,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (148.42381 -19.71019)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2842,34990362,CAGL,-19.7102,148.4238,2019-11-12T19:56:52Z,2019,11,12,19:56:52,Nematocysts,,,,Other,99000015,,6666.7,,Rio Tinto Marine,,,,,POINT (148.42381 -19.71019)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2841,34990363,CAGL,-19.7102,148.4238,2019-11-12T19:56:52Z,2019,11,12,19:56:52,Tripos carriensis,Ceratiaceae,Tripos,carriensis,Dinoflagellate,52030009,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (148.42381 -19.71019)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2840,34990365,CAGL,-19.7102,148.4238,2019-11-12T19:56:52Z,2019,11,12,19:56:52,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (148.42381 -19.71019)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-283f,34990368,CAGL,-19.8774,148.73,2019-11-12T21:31:42Z,2019,11,12,21:31:42,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (148.72998 -19.87742)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-283e,34990367,CAGL,-19.8774,148.73,2019-11-12T21:31:42Z,2019,11,12,21:31:42,Amphisolenia bidentata,Amphisoleniaceae,Amphisolenia,bidentata,Dinoflagellate,52066003,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (148.72998 -19.87742)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-283d,34990366,CAGL,-19.8774,148.73,2019-11-12T21:31:42Z,2019,11,12,21:31:42,Nematocysts,,,,Other,99000015,,3333.3,,Rio Tinto Marine,,,,,POINT (148.72998 -19.87742)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-283c,34990371,CAGL,-19.8774,148.73,2019-11-12T21:31:42Z,2019,11,12,21:31:42,Climacodium frauenfeldianum,Hemiaulaceae,Climacodium,frauenfeldianum,Centric diatom,53080005,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (148.72998 -19.87742)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-283b,34990370,CAGL,-19.8774,148.73,2019-11-12T21:31:42Z,2019,11,12,21:31:42,Tripos euarcuatus,Ceratiaceae,Tripos,euarcuatus,Dinoflagellate,,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (148.72998 -19.87742)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-283a,34990369,CAGL,-19.8774,148.73,2019-11-12T21:31:42Z,2019,11,12,21:31:42,Tripos contortus,Ceratiaceae,Tripos,contortus,Dinoflagellate,52030012,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (148.72998 -19.87742)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2839,34990465,CAGL,-20.0441,149.0368,2019-11-12T23:06:32Z,2019,11,12,23:06:32,Rhizosolenia spp.,Rhizosoleniaceae,Rhizosolenia,spp.,Centric diatom,53105900,,3333.3,,Rio Tinto Marine,,,,,POINT (149.0368 -20.04412)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2838,34990468,CAGL,-20.0441,149.0368,2019-11-12T23:06:32Z,2019,11,12,23:06:32,Tripos hundhausenii,Ceratiaceae,Tripos,hundhausenii,Dinoflagellate,,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.0368 -20.04412)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2837,34990464,CAGL,-20.0441,149.0368,2019-11-12T23:06:32Z,2019,11,12,23:06:32,Nematocysts,,,,Other,99000015,,3333.3,,Rio Tinto Marine,,,,,POINT (149.0368 -20.04412)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2836,34990463,CAGL,-20.0441,149.0368,2019-11-12T23:06:32Z,2019,11,12,23:06:32,Hemiaulus hauckii,Hemiaulaceae,Hemiaulus,hauckii,Centric diatom,53080008,,3333.3,,Rio Tinto Marine,,,,,POINT (149.0368 -20.04412)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2835,34990462,CAGL,-20.0441,149.0368,2019-11-12T23:06:32Z,2019,11,12,23:06:32,Climacodium frauenfeldianum,Hemiaulaceae,Climacodium,frauenfeldianum,Centric diatom,53080005,,3333.3,,Rio Tinto Marine,,,,,POINT (149.0368 -20.04412)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2834,34990372,CAGL,-20.0441,149.0368,2019-11-12T23:06:32Z,2019,11,12,23:06:32,Chaetoceros (Phaeoceros),Chaetocerotaceae,Chaetoceros,spp.,Centric diatom,53110903,,3333.3,,Rio Tinto Marine,,,,,POINT (149.0368 -20.04412)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2833,34990469,CAGL,-20.0441,149.0368,2019-11-12T23:06:32Z,2019,11,12,23:06:32,Coscinodiscus spp. 400-500 µm,Coscinodiscaceae,Coscinodiscus,spp.,Centric diatom,,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.0368 -20.04412)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2832,34990467,CAGL,-20.0441,149.0368,2019-11-12T23:06:32Z,2019,11,12,23:06:32,Tripos carriensis,Ceratiaceae,Tripos,carriensis,Dinoflagellate,52030009,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.0368 -20.04412)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2831,34990466,CAGL,-20.0441,149.0368,2019-11-12T23:06:32Z,2019,11,12,23:06:32,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,3333.3,,Rio Tinto Marine,,,,,POINT (149.0368 -20.04412)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2830,34990476,CAGL,-20.2704,149.291,2019-11-13T00:41:22Z,2019,11,13,0:41:22,Tripos contortus,Ceratiaceae,Tripos,contortus,Dinoflagellate,52030012,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.29101 -20.27041)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-282f,34990470,CAGL,-20.2704,149.291,2019-11-13T00:41:22Z,2019,11,13,0:41:22,Tripos carriensis,Ceratiaceae,Tripos,carriensis,Dinoflagellate,52030009,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.29101 -20.27041)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-282e,34990471,CAGL,-20.2704,149.291,2019-11-13T00:41:22Z,2019,11,13,0:41:22,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.29101 -20.27041)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-282d,34990472,CAGL,-20.2704,149.291,2019-11-13T00:41:22Z,2019,11,13,0:41:22,Climacodium frauenfeldianum,Hemiaulaceae,Climacodium,frauenfeldianum,Centric diatom,53080005,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.29101 -20.27041)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-282c,34990473,CAGL,-20.2704,149.291,2019-11-13T00:41:22Z,2019,11,13,0:41:22,Tripos euarcuatus,Ceratiaceae,Tripos,euarcuatus,Dinoflagellate,,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.29101 -20.27041)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-282b,34990474,CAGL,-20.2704,149.291,2019-11-13T00:41:22Z,2019,11,13,0:41:22,Rhabdonella spp.,Rhabdonellidae,Rhabdonella,spp.,Ciliate,50570900,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.29101 -20.27041)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-282a,34990475,CAGL,-20.2704,149.291,2019-11-13T00:41:22Z,2019,11,13,0:41:22,Tripos fusus,Ceratiaceae,Tripos,fusus,Dinoflagellate,52030023,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.29101 -20.27041)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2829,34990477,CAGL,-20.2704,149.291,2019-11-13T00:41:22Z,2019,11,13,0:41:22,Leptocylindrus spp.,Leptocylindraceae,Leptocylindrus,spp.,Centric diatom,53115900,,3333.3,,Rio Tinto Marine,,,,,POINT (149.29101 -20.27041)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2828,34990485,CAGL,-20.5268,149.519,2019-11-13T02:16:12Z,2019,11,13,2:16:12,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.51903 -20.52676)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2827,34990478,CAGL,-20.5268,149.519,2019-11-13T02:16:12Z,2019,11,13,2:16:12,Bacteriastrum spp.,Chaetocerotaceae,Bacteriastrum,spp.,Centric diatom,53110900,,3333.3,,Rio Tinto Marine,,,,,POINT (149.51903 -20.52676)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2826,34990479,CAGL,-20.5268,149.519,2019-11-13T02:16:12Z,2019,11,13,2:16:12,Hemiaulus hauckii,Hemiaulaceae,Hemiaulus,hauckii,Centric diatom,53080008,,3333.3,,Rio Tinto Marine,,,,,POINT (149.51903 -20.52676)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2825,34990480,CAGL,-20.5268,149.519,2019-11-13T02:16:12Z,2019,11,13,2:16:12,Navicula cf. 80-100 µm length,Naviculaceae,,,Pennate diatom,53255000,,3333.3,,Rio Tinto Marine,,,,,POINT (149.51903 -20.52676)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2824,34990481,CAGL,-20.5268,149.519,2019-11-13T02:16:12Z,2019,11,13,2:16:12,Nematocysts,,,,Other,99000015,,3333.3,,Rio Tinto Marine,,,,,POINT (149.51903 -20.52676)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2823,34990482,CAGL,-20.5268,149.519,2019-11-13T02:16:12Z,2019,11,13,2:16:12,Tripos euarcuatus,Ceratiaceae,Tripos,euarcuatus,Dinoflagellate,,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.51903 -20.52676)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2822,34990483,CAGL,-20.5268,149.519,2019-11-13T02:16:12Z,2019,11,13,2:16:12,Climacodium frauenfeldianum,Hemiaulaceae,Climacodium,frauenfeldianum,Centric diatom,53080005,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.51903 -20.52676)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2821,34990486,CAGL,-20.5268,149.519,2019-11-13T02:16:12Z,2019,11,13,2:16:12,Tripos carriensis,Ceratiaceae,Tripos,carriensis,Dinoflagellate,52030009,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.51903 -20.52676)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2820,34990484,CAGL,-20.5268,149.519,2019-11-13T02:16:12Z,2019,11,13,2:16:12,Tripos fusus,Ceratiaceae,Tripos,fusus,Dinoflagellate,52030023,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.51903 -20.52676)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-281f,34989919,CAGL,-20.7828,149.7478,2019-11-13T03:51:02Z,2019,11,13,3:51:02,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.74781 -20.78281)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-281e,34989917,CAGL,-20.7828,149.7478,2019-11-13T03:51:02Z,2019,11,13,3:51:02,Trichodesmium spp.,Phormidiaceae,Trichodesmium,spp.,Cyanobacteria,70015900,,3333.3,,Rio Tinto Marine,,,,,POINT (149.74781 -20.78281)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-281d,34989918,CAGL,-20.7828,149.7478,2019-11-13T03:51:02Z,2019,11,13,3:51:02,Tripos carriensis,Ceratiaceae,Tripos,carriensis,Dinoflagellate,52030009,,3333.3,,Rio Tinto Marine,,,,,POINT (149.74781 -20.78281)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-281c,34989920,CAGL,-20.7828,149.7478,2019-11-13T03:51:02Z,2019,11,13,3:51:02,Tripos fusus,Ceratiaceae,Tripos,fusus,Dinoflagellate,52030023,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (149.74781 -20.78281)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-281b,34990586,CAGL,-16.7949,145.8974,2020-02-16T00:05:40Z,2020,2,16,0:05:40,Trichodesmium spp.,Phormidiaceae,Trichodesmium,spp.,Cyanobacteria,70015900,,3550.7,,Rio Tinto Marine,,,,,POINT (145.89742 -16.79494)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-281a,34990587,CAGL,-16.7949,145.8974,2020-02-16T00:05:40Z,2020,2,16,0:05:40,Prorocentrum spp.,Prorocentraceae,Prorocentrum,spp.,Dinoflagellate,52070900,,710.1,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (145.89742 -16.79494)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2819,34990588,CAGL,-16.7949,145.8974,2020-02-16T00:05:40Z,2020,2,16,0:05:40,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,710.1,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (145.89742 -16.79494)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2818,34990589,CAGL,-16.7949,145.8974,2020-02-16T00:05:40Z,2020,2,16,0:05:40,Rhizosolenia spp.,Rhizosoleniaceae,Rhizosolenia,spp.,Centric diatom,53105900,,710.1,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (145.89742 -16.79494)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2817,34990590,CAGL,-16.7949,145.8974,2020-02-16T00:05:40Z,2020,2,16,0:05:40,Coscinodiscus spp. 300-400 µm,Coscinodiscaceae,Coscinodiscus,spp.,Centric diatom,53035900,9/29/2008,710.1,*Noted as present in the zoop count*,Rio Tinto Marine,8/23/2012,Coscinodiscus spp. > 80 µm,,New size classes added when group started to count NRS phyto,POINT (145.89742 -16.79494)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2816,34990581,CAGL,-16.7949,145.8974,2020-02-16T00:05:40Z,2020,2,16,0:05:40,Chaetoceros (Phaeoceros),Chaetocerotaceae,Chaetoceros,spp.,Centric diatom,53110903,,7101.3,,Rio Tinto Marine,,,,,POINT (145.89742 -16.79494)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2815,34990491,CAGL,-16.7949,145.8974,2020-02-16T00:05:40Z,2020,2,16,0:05:40,Chaetoceros (Hyalochaete),Chaetocerotaceae,Chaetoceros,spp.,Centric diatom,53110902,,10652,,Rio Tinto Marine,,,,,POINT (145.89742 -16.79494)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2814,34990490,CAGL,-16.7949,145.8974,2020-02-16T00:05:40Z,2020,2,16,0:05:40,Bacteriastrum spp.,Chaetocerotaceae,Bacteriastrum,spp.,Centric diatom,53110900,,31956,,Rio Tinto Marine,,,,,POINT (145.89742 -16.79494)
